YEAR,INDEX,TEMP3,MODEL,SERIES,USED
2042,7,0.891890526,MIROC5_4.5,4.5,Y
2043,7,1.672430992,MIROC5_4.5,4.5,Y
2044,7,1.712080956,MIROC5_4.5,4.5,Y
2045,7,0.429680824,MIROC5_4.5,4.5,Y
2046,7,0.303120613,MIROC5_4.5,4.5,Y
2047,7,0.510278702,MIROC5_4.5,4.5,Y
2048,7,0.856200218,MIROC5_4.5,4.5,Y
2049,7,1.170654297,MIROC5_4.5,4.5,Y
2050,7,0.04366684,MIROC5_4.5,4.5,Y
2051,7,-0.501468658,MIROC5_4.5,4.5,Y
2052,7,1.415385246,MIROC5_4.5,4.5,Y
2053,7,1.366974831,MIROC5_4.5,4.5,Y
2054,7,1.349241257,MIROC5_4.5,4.5,Y
2055,7,2.108465195,MIROC5_4.5,4.5,Y
2056,7,0.837808609,MIROC5_4.5,4.5,Y
2057,7,-0.573163986,MIROC5_4.5,4.5,Y
2058,7,-0.00142765,MIROC5_4.5,4.5,Y
2059,7,0.585693359,MIROC5_4.5,4.5,Y
2060,7,2.493755341,MIROC5_4.5,4.5,Y
2061,7,1.344633102,MIROC5_4.5,4.5,Y
2062,7,0.538229942,MIROC5_4.5,4.5,Y
2063,7,-0.39245224,MIROC5_4.5,4.5,Y
2064,7,-0.272373199,MIROC5_4.5,4.5,Y
2065,7,1.264440536,MIROC5_4.5,4.5,Y
2066,7,1.741014481,MIROC5_4.5,4.5,Y
2067,7,0.123746872,MIROC5_4.5,4.5,Y
2068,7,0.095110893,MIROC5_4.5,4.5,Y
2069,7,-0.423887253,MIROC5_4.5,4.5,Y
2070,7,1.710773468,MIROC5_4.5,4.5,Y
2071,7,2.602799416,MIROC5_4.5,4.5,Y
2072,7,2.403655052,MIROC5_4.5,4.5,Y
2073,7,0.762034416,MIROC5_4.5,4.5,Y
2074,7,0.732890129,MIROC5_4.5,4.5,Y
2075,7,0.470933914,MIROC5_4.5,4.5,Y
2076,7,1.313468933,MIROC5_4.5,4.5,Y
2077,7,0.183796883,MIROC5_4.5,4.5,Y
2078,7,0.837715149,MIROC5_4.5,4.5,Y
2079,7,1.868353844,MIROC5_4.5,4.5,Y
2080,7,1.282738686,MIROC5_4.5,4.5,Y
2081,7,1.333908081,MIROC5_4.5,4.5,Y
2082,7,0.859704971,MIROC5_4.5,4.5,Y
2083,7,0.19560051,MIROC5_4.5,4.5,Y
2084,7,2.226759911,MIROC5_4.5,4.5,Y
2085,7,2.170101166,MIROC5_4.5,4.5,Y
2086,7,1.356435776,MIROC5_4.5,4.5,Y
2087,7,0.578733444,MIROC5_4.5,4.5,Y
2088,7,0.475689888,MIROC5_4.5,4.5,Y
2089,7,1.88375473,MIROC5_4.5,4.5,Y
2090,7,2.589818954,MIROC5_4.5,4.5,Y
2091,7,1.069227219,MIROC5_4.5,4.5,Y
2092,7,0.552719116,MIROC5_4.5,4.5,Y
2093,7,0.757070541,MIROC5_4.5,4.5,Y
2094,7,1.040822029,MIROC5_4.5,4.5,Y
2095,7,1.237822533,MIROC5_4.5,4.5,Y
2096,7,2.073584557,MIROC5_4.5,4.5,Y
2097,7,2.006839752,MIROC5_4.5,4.5,Y
2098,7,2.434229851,MIROC5_4.5,4.5,Y
2099,7,2.555103302,MIROC5_4.5,4.5,Y
2022,7,0.715538025,MIROC-ESM_4.5,4.5,Y
2023,7,1.295556068,MIROC-ESM_4.5,4.5,Y
2024,7,1.323776245,MIROC-ESM_4.5,4.5,Y
2025,7,0.281471252,MIROC-ESM_4.5,4.5,Y
2026,7,1.068386078,MIROC-ESM_4.5,4.5,Y
2027,7,1.15020752,MIROC-ESM_4.5,4.5,Y
2028,7,1.557068825,MIROC-ESM_4.5,4.5,Y
2029,7,1.438524246,MIROC-ESM_4.5,4.5,Y
2030,7,0.923823357,MIROC-ESM_4.5,4.5,Y
2031,7,1.104551315,MIROC-ESM_4.5,4.5,Y
2032,7,1.597002029,MIROC-ESM_4.5,4.5,Y
2033,7,1.181013107,MIROC-ESM_4.5,4.5,Y
2034,7,1.245271683,MIROC-ESM_4.5,4.5,Y
2035,7,1.704195976,MIROC-ESM_4.5,4.5,Y
2036,7,0.606167793,MIROC-ESM_4.5,4.5,Y
2037,7,0.967690468,MIROC-ESM_4.5,4.5,Y
2038,7,1.086883545,MIROC-ESM_4.5,4.5,Y
2039,7,0.54234314,MIROC-ESM_4.5,4.5,Y
2040,7,0.918468475,MIROC-ESM_4.5,4.5,Y
2041,7,1.141389847,MIROC-ESM_4.5,4.5,Y
2042,7,0.741849899,MIROC-ESM_4.5,4.5,Y
2043,7,1.967826843,MIROC-ESM_4.5,4.5,Y
2044,7,2.704504013,MIROC-ESM_4.5,4.5,Y
2045,7,2.271413803,MIROC-ESM_4.5,4.5,Y
2046,7,1.954657555,MIROC-ESM_4.5,4.5,Y
2047,7,0.974259377,MIROC-ESM_4.5,4.5,Y
2048,7,1.646980286,MIROC-ESM_4.5,4.5,Y
2049,7,1.46894455,MIROC-ESM_4.5,4.5,Y
2050,7,1.422017097,MIROC-ESM_4.5,4.5,Y
2051,7,1.044630051,MIROC-ESM_4.5,4.5,Y
2052,7,1.247520447,MIROC-ESM_4.5,4.5,Y
2053,7,0.438797951,MIROC-ESM_4.5,4.5,Y
2054,7,0.266752243,MIROC-ESM_4.5,4.5,Y
2055,7,0.427885056,MIROC-ESM_4.5,4.5,Y
2056,7,0.478077888,MIROC-ESM_4.5,4.5,Y
2057,7,1.24577713,MIROC-ESM_4.5,4.5,Y
2058,7,1.721845627,MIROC-ESM_4.5,4.5,Y
2059,7,1.504471779,MIROC-ESM_4.5,4.5,Y
2060,7,1.484384537,MIROC-ESM_4.5,4.5,Y
2061,7,1.309201241,MIROC-ESM_4.5,4.5,Y
2062,7,1.482971191,MIROC-ESM_4.5,4.5,Y
2063,7,1.76213932,MIROC-ESM_4.5,4.5,Y
2064,7,1.813840866,MIROC-ESM_4.5,4.5,Y
2065,7,1.566274643,MIROC-ESM_4.5,4.5,Y
2066,7,1.654374123,MIROC-ESM_4.5,4.5,Y
2067,7,1.992163658,MIROC-ESM_4.5,4.5,Y
2068,7,1.538123131,MIROC-ESM_4.5,4.5,Y
2069,7,1.420244217,MIROC-ESM_4.5,4.5,Y
2070,7,1.007511139,MIROC-ESM_4.5,4.5,Y
2071,7,1.733707428,MIROC-ESM_4.5,4.5,Y
2072,7,1.948207855,MIROC-ESM_4.5,4.5,Y
2073,7,2.039439201,MIROC-ESM_4.5,4.5,Y
2074,7,1.712656975,MIROC-ESM_4.5,4.5,Y
2075,7,1.761961937,MIROC-ESM_4.5,4.5,Y
2076,7,2.43420887,MIROC-ESM_4.5,4.5,Y
2077,7,2.629634857,MIROC-ESM_4.5,4.5,Y
2078,7,2.020529747,MIROC-ESM_4.5,4.5,Y
2079,7,1.81293869,MIROC-ESM_4.5,4.5,Y
2080,7,1.522004128,MIROC-ESM_4.5,4.5,Y
2081,7,2.626549721,MIROC-ESM_4.5,4.5,Y
2082,7,2.225851059,MIROC-ESM_4.5,4.5,Y
2083,7,2.189042091,MIROC-ESM_4.5,4.5,Y
2084,7,1.325651169,MIROC-ESM_4.5,4.5,Y
2085,7,1.032422066,MIROC-ESM_4.5,4.5,Y
2086,7,0.686501503,MIROC-ESM_4.5,4.5,Y
2087,7,1.572398186,MIROC-ESM_4.5,4.5,Y
2088,7,1.39586544,MIROC-ESM_4.5,4.5,Y
2089,7,0.702010155,MIROC-ESM_4.5,4.5,Y
2090,7,2.196822166,MIROC-ESM_4.5,4.5,Y
2091,7,1.399433136,MIROC-ESM_4.5,4.5,Y
2092,7,2.162302971,MIROC-ESM_4.5,4.5,Y
2093,7,1.771073341,MIROC-ESM_4.5,4.5,Y
2094,7,2.032360077,MIROC-ESM_4.5,4.5,Y
2095,7,1.844726563,MIROC-ESM_4.5,4.5,Y
2096,7,1.168138504,MIROC-ESM_4.5,4.5,Y
2097,7,0.825146675,MIROC-ESM_4.5,4.5,Y
2098,7,2.001664162,MIROC-ESM_4.5,4.5,Y
2099,7,1.525109291,MIROC-ESM_4.5,4.5,Y
2022,7,1.209778309,MPI-ESM-LR_4.5,4.5,Y
2023,7,-0.35157299,MPI-ESM-LR_4.5,4.5,Y
2024,7,-0.056659222,MPI-ESM-LR_4.5,4.5,Y
2025,7,0.526097775,MPI-ESM-LR_4.5,4.5,Y
2026,7,0.144185543,MPI-ESM-LR_4.5,4.5,Y
2027,7,-0.0550313,MPI-ESM-LR_4.5,4.5,Y
2028,7,0.919387817,MPI-ESM-LR_4.5,4.5,Y
2029,7,-0.582700253,MPI-ESM-LR_4.5,4.5,Y
2030,7,0.488473415,MPI-ESM-LR_4.5,4.5,Y
2031,7,1.932620049,MPI-ESM-LR_4.5,4.5,Y
2032,7,2.229405403,MPI-ESM-LR_4.5,4.5,Y
2033,7,3.102946758,MPI-ESM-LR_4.5,4.5,Y
2034,7,2.733173847,MPI-ESM-LR_4.5,4.5,Y
2035,7,1.252119064,MPI-ESM-LR_4.5,4.5,Y
2036,7,2.006561279,MPI-ESM-LR_4.5,4.5,Y
2037,7,1.260997295,MPI-ESM-LR_4.5,4.5,Y
2038,7,0.248806,MPI-ESM-LR_4.5,4.5,Y
2039,7,0.648338318,MPI-ESM-LR_4.5,4.5,Y
2040,7,-0.096139431,MPI-ESM-LR_4.5,4.5,Y
2041,7,1.250025272,MPI-ESM-LR_4.5,4.5,Y
2042,7,0.958206654,MPI-ESM-LR_4.5,4.5,Y
2043,7,-0.424550772,MPI-ESM-LR_4.5,4.5,Y
2044,7,1.632472515,MPI-ESM-LR_4.5,4.5,Y
2045,7,1.45722723,MPI-ESM-LR_4.5,4.5,Y
2046,7,0.509121895,MPI-ESM-LR_4.5,4.5,Y
2047,7,1.053092003,MPI-ESM-LR_4.5,4.5,Y
2048,7,1.39427042,MPI-ESM-LR_4.5,4.5,Y
2049,7,1.122882843,MPI-ESM-LR_4.5,4.5,Y
2050,7,1.204592705,MPI-ESM-LR_4.5,4.5,Y
2051,7,3.117116928,MPI-ESM-LR_4.5,4.5,Y
2052,7,2.077686787,MPI-ESM-LR_4.5,4.5,Y
2053,7,1.464025497,MPI-ESM-LR_4.5,4.5,Y
2054,7,1.532205105,MPI-ESM-LR_4.5,4.5,Y
2055,7,2.426383018,MPI-ESM-LR_4.5,4.5,Y
2056,7,0.543179035,MPI-ESM-LR_4.5,4.5,Y
2057,7,0.718766689,MPI-ESM-LR_4.5,4.5,Y
2058,7,1.962520123,MPI-ESM-LR_4.5,4.5,Y
2059,7,2.446996689,MPI-ESM-LR_4.5,4.5,Y
2060,7,1.566195011,MPI-ESM-LR_4.5,4.5,Y
2061,7,1.940027237,MPI-ESM-LR_4.5,4.5,Y
2062,7,1.277348518,MPI-ESM-LR_4.5,4.5,Y
2063,7,1.48658371,MPI-ESM-LR_4.5,4.5,Y
2064,7,2.098666668,MPI-ESM-LR_4.5,4.5,Y
2065,7,0.968577385,MPI-ESM-LR_4.5,4.5,Y
2066,7,2.801083088,MPI-ESM-LR_4.5,4.5,Y
2067,7,1.407416344,MPI-ESM-LR_4.5,4.5,Y
2068,7,2.448041439,MPI-ESM-LR_4.5,4.5,Y
2069,7,1.758147717,MPI-ESM-LR_4.5,4.5,Y
2070,7,1.536042213,MPI-ESM-LR_4.5,4.5,Y
2071,7,2.271332741,MPI-ESM-LR_4.5,4.5,Y
2072,7,1.830251694,MPI-ESM-LR_4.5,4.5,Y
2073,7,0.308506489,MPI-ESM-LR_4.5,4.5,Y
2074,7,0.922710896,MPI-ESM-LR_4.5,4.5,Y
2075,7,-0.473564386,MPI-ESM-LR_4.5,4.5,Y
2076,7,1.97232914,MPI-ESM-LR_4.5,4.5,Y
2077,7,0.572119713,MPI-ESM-LR_4.5,4.5,Y
2078,7,0.752235413,MPI-ESM-LR_4.5,4.5,Y
2079,7,1.837202072,MPI-ESM-LR_4.5,4.5,Y
2080,7,2.588947296,MPI-ESM-LR_4.5,4.5,Y
2081,7,3.34015131,MPI-ESM-LR_4.5,4.5,Y
2082,7,3.386973858,MPI-ESM-LR_4.5,4.5,Y
2083,7,2.705449581,MPI-ESM-LR_4.5,4.5,Y
2084,7,1.150458813,MPI-ESM-LR_4.5,4.5,Y
2085,7,1.209075451,MPI-ESM-LR_4.5,4.5,Y
2086,7,2.029149532,MPI-ESM-LR_4.5,4.5,Y
2087,7,1.697640419,MPI-ESM-LR_4.5,4.5,Y
2088,7,1.295237064,MPI-ESM-LR_4.5,4.5,Y
2089,7,1.499339581,MPI-ESM-LR_4.5,4.5,Y
2090,7,2.267949104,MPI-ESM-LR_4.5,4.5,Y
2091,7,2.116382122,MPI-ESM-LR_4.5,4.5,Y
2092,7,0.95282793,MPI-ESM-LR_4.5,4.5,Y
2093,7,0.657093525,MPI-ESM-LR_4.5,4.5,Y
2094,7,1.009802341,MPI-ESM-LR_4.5,4.5,Y
2095,7,0.975892544,MPI-ESM-LR_4.5,4.5,Y
2096,7,2.072938442,MPI-ESM-LR_4.5,4.5,Y
2097,7,2.168472767,MPI-ESM-LR_4.5,4.5,Y
2098,7,0.982524872,MPI-ESM-LR_4.5,4.5,Y
2099,7,-0.125891447,MPI-ESM-LR_4.5,4.5,Y
2022,7,-0.082914352,MPI-ESM-MR_4.5,4.5,Y
2023,7,1.095597267,MPI-ESM-MR_4.5,4.5,Y
2024,7,0.378985882,MPI-ESM-MR_4.5,4.5,Y
2025,7,1.112171173,MPI-ESM-MR_4.5,4.5,Y
2026,7,0.571191788,MPI-ESM-MR_4.5,4.5,Y
2027,7,0.952041149,MPI-ESM-MR_4.5,4.5,Y
2028,7,0.801522255,MPI-ESM-MR_4.5,4.5,Y
2029,7,0.901237011,MPI-ESM-MR_4.5,4.5,Y
2030,7,0.905758381,MPI-ESM-MR_4.5,4.5,Y
2031,7,-0.294997215,MPI-ESM-MR_4.5,4.5,Y
2032,7,0.958855152,MPI-ESM-MR_4.5,4.5,Y
2033,7,0.299479008,MPI-ESM-MR_4.5,4.5,Y
2034,7,0.131484985,MPI-ESM-MR_4.5,4.5,Y
2035,7,-0.905170679,MPI-ESM-MR_4.5,4.5,Y
2036,7,0.020819187,MPI-ESM-MR_4.5,4.5,Y
2037,7,0.530433655,MPI-ESM-MR_4.5,4.5,Y
2038,7,0.818722248,MPI-ESM-MR_4.5,4.5,Y
2039,7,0.135876179,MPI-ESM-MR_4.5,4.5,Y
2040,7,1.08995676,MPI-ESM-MR_4.5,4.5,Y
2041,7,1.293062687,MPI-ESM-MR_4.5,4.5,Y
2042,7,1.277477264,MPI-ESM-MR_4.5,4.5,Y
2043,7,2.153211594,MPI-ESM-MR_4.5,4.5,Y
2044,7,-0.110366821,MPI-ESM-MR_4.5,4.5,Y
2045,7,0.448750973,MPI-ESM-MR_4.5,4.5,Y
2046,7,0.901111603,MPI-ESM-MR_4.5,4.5,Y
2047,7,2.029897213,MPI-ESM-MR_4.5,4.5,Y
2048,7,0.115508556,MPI-ESM-MR_4.5,4.5,Y
2049,7,1.599503517,MPI-ESM-MR_4.5,4.5,Y
2050,7,1.905201912,MPI-ESM-MR_4.5,4.5,Y
2051,7,0.537899494,MPI-ESM-MR_4.5,4.5,Y
2052,7,1.752515316,MPI-ESM-MR_4.5,4.5,Y
2053,7,1.405549526,MPI-ESM-MR_4.5,4.5,Y
2054,7,0.297000408,MPI-ESM-MR_4.5,4.5,Y
2055,7,1.071190357,MPI-ESM-MR_4.5,4.5,Y
2056,7,0.70355463,MPI-ESM-MR_4.5,4.5,Y
2057,7,0.485137463,MPI-ESM-MR_4.5,4.5,Y
2058,7,1.681172848,MPI-ESM-MR_4.5,4.5,Y
2059,7,0.345924377,MPI-ESM-MR_4.5,4.5,Y
2060,7,1.278614998,MPI-ESM-MR_4.5,4.5,Y
2061,7,1.50608778,MPI-ESM-MR_4.5,4.5,Y
2062,7,1.718906403,MPI-ESM-MR_4.5,4.5,Y
2063,7,2.58632946,MPI-ESM-MR_4.5,4.5,Y
2064,7,0.883601189,MPI-ESM-MR_4.5,4.5,Y
2065,7,1.547224045,MPI-ESM-MR_4.5,4.5,Y
2066,7,1.804639339,MPI-ESM-MR_4.5,4.5,Y
2067,7,2.237895012,MPI-ESM-MR_4.5,4.5,Y
2068,7,2.002930164,MPI-ESM-MR_4.5,4.5,Y
2069,7,0.661167622,MPI-ESM-MR_4.5,4.5,Y
2070,7,1.181195736,MPI-ESM-MR_4.5,4.5,Y
2071,7,0.187129021,MPI-ESM-MR_4.5,4.5,Y
2072,7,0.340109825,MPI-ESM-MR_4.5,4.5,Y
2073,7,1.223061085,MPI-ESM-MR_4.5,4.5,Y
2074,7,1.726437569,MPI-ESM-MR_4.5,4.5,Y
2075,7,1.123736382,MPI-ESM-MR_4.5,4.5,Y
2076,7,0.646355629,MPI-ESM-MR_4.5,4.5,Y
2077,7,1.887452126,MPI-ESM-MR_4.5,4.5,Y
2078,7,2.229937553,MPI-ESM-MR_4.5,4.5,Y
2079,7,0.801448345,MPI-ESM-MR_4.5,4.5,Y
2080,7,-0.162025928,MPI-ESM-MR_4.5,4.5,Y
2081,7,1.199793816,MPI-ESM-MR_4.5,4.5,Y
2082,7,1.555341244,MPI-ESM-MR_4.5,4.5,Y
2083,7,1.951384544,MPI-ESM-MR_4.5,4.5,Y
2084,7,0.812249184,MPI-ESM-MR_4.5,4.5,Y
2085,7,2.996583939,MPI-ESM-MR_4.5,4.5,Y
2086,7,1.094470501,MPI-ESM-MR_4.5,4.5,Y
2087,7,1.049712658,MPI-ESM-MR_4.5,4.5,Y
2088,7,2.121422768,MPI-ESM-MR_4.5,4.5,Y
2089,7,2.28431654,MPI-ESM-MR_4.5,4.5,Y
2090,7,2.06102705,MPI-ESM-MR_4.5,4.5,Y
2091,7,0.926166058,MPI-ESM-MR_4.5,4.5,Y
2092,7,2.523098469,MPI-ESM-MR_4.5,4.5,Y
2093,7,2.23073864,MPI-ESM-MR_4.5,4.5,Y
2094,7,0.368055344,MPI-ESM-MR_4.5,4.5,Y
2095,7,1.583616257,MPI-ESM-MR_4.5,4.5,Y
2096,7,1.999858856,MPI-ESM-MR_4.5,4.5,Y
2097,7,1.560776711,MPI-ESM-MR_4.5,4.5,Y
2098,7,3.671015739,MPI-ESM-MR_4.5,4.5,Y
2099,7,2.14311409,MPI-ESM-MR_4.5,4.5,Y
2022,7,0.194106102,NORESM1-ME_4.5,4.5,N
2023,7,0.121973991,NORESM1-ME_4.5,4.5,N
2024,7,-0.03168726,NORESM1-ME_4.5,4.5,N
2025,7,1.518461704,NORESM1-ME_4.5,4.5,N
2026,7,0.05064249,NORESM1-ME_4.5,4.5,N
2027,7,-0.654116154,NORESM1-ME_4.5,4.5,N
2028,7,0.234677792,NORESM1-ME_4.5,4.5,N
2029,7,0.33960247,NORESM1-ME_4.5,4.5,N
2030,7,0.633238316,NORESM1-ME_4.5,4.5,N
2031,7,0.472604752,NORESM1-ME_4.5,4.5,N
2032,7,0.48955965,NORESM1-ME_4.5,4.5,N
2033,7,0.134895325,NORESM1-ME_4.5,4.5,N
2034,7,0.298138142,NORESM1-ME_4.5,4.5,N
2035,7,-0.14516592,NORESM1-ME_4.5,4.5,N
2036,7,1.189698219,NORESM1-ME_4.5,4.5,N
2037,7,0.829594612,NORESM1-ME_4.5,4.5,N
2038,7,1.819534779,NORESM1-ME_4.5,4.5,N
2039,7,0.279374599,NORESM1-ME_4.5,4.5,N
2040,7,0.70071125,NORESM1-ME_4.5,4.5,N
2041,7,0.780783653,NORESM1-ME_4.5,4.5,N
2042,7,0.520896435,NORESM1-ME_4.5,4.5,N
2043,7,1.349781036,NORESM1-ME_4.5,4.5,N
2044,7,0.367240429,NORESM1-ME_4.5,4.5,N
2045,7,0.665949345,NORESM1-ME_4.5,4.5,N
2046,7,0.739145279,NORESM1-ME_4.5,4.5,N
2047,7,0.992202282,NORESM1-ME_4.5,4.5,N
2048,7,0.977859974,NORESM1-ME_4.5,4.5,N
2049,7,1.000365257,NORESM1-ME_4.5,4.5,N
2050,7,0.193324089,NORESM1-ME_4.5,4.5,N
2051,7,2.032046318,NORESM1-ME_4.5,4.5,N
2052,7,1.853719711,NORESM1-ME_4.5,4.5,N
2053,7,1.848487377,NORESM1-ME_4.5,4.5,N
2054,7,0.986978531,NORESM1-ME_4.5,4.5,N
2055,7,0.656962395,NORESM1-ME_4.5,4.5,N
2056,7,1.91501236,NORESM1-ME_4.5,4.5,N
2057,7,1.134016991,NORESM1-ME_4.5,4.5,N
2058,7,1.287118435,NORESM1-ME_4.5,4.5,N
2059,7,2.465717316,NORESM1-ME_4.5,4.5,N
2060,7,1.743335724,NORESM1-ME_4.5,4.5,N
2061,7,1.286358833,NORESM1-ME_4.5,4.5,N
2062,7,0.378086567,NORESM1-ME_4.5,4.5,N
2063,7,0.718111992,NORESM1-ME_4.5,4.5,N
2064,7,2.241084099,NORESM1-ME_4.5,4.5,N
2065,7,2.167697906,NORESM1-ME_4.5,4.5,N
2066,7,0.639322281,NORESM1-ME_4.5,4.5,N
2067,7,1.373323441,NORESM1-ME_4.5,4.5,N
2068,7,0.680788517,NORESM1-ME_4.5,4.5,N
2069,7,0.931707859,NORESM1-ME_4.5,4.5,N
2070,7,1.942207813,NORESM1-ME_4.5,4.5,N
2071,7,1.843445301,NORESM1-ME_4.5,4.5,N
2072,7,2.044967651,NORESM1-ME_4.5,4.5,N
2073,7,2.364043236,NORESM1-ME_4.5,4.5,N
2074,7,2.684250832,NORESM1-ME_4.5,4.5,N
2075,7,2.401992798,NORESM1-ME_4.5,4.5,N
2076,7,2.013786316,NORESM1-ME_4.5,4.5,N
2077,7,1.462659836,NORESM1-ME_4.5,4.5,N
2078,7,1.878974438,NORESM1-ME_4.5,4.5,N
2079,7,1.603990078,NORESM1-ME_4.5,4.5,N
2080,7,0.92321825,NORESM1-ME_4.5,4.5,N
2081,7,1.255548,NORESM1-ME_4.5,4.5,N
2082,7,0.615303993,NORESM1-ME_4.5,4.5,N
2083,7,1.010494232,NORESM1-ME_4.5,4.5,N
2084,7,1.502421856,NORESM1-ME_4.5,4.5,N
2085,7,1.768576145,NORESM1-ME_4.5,4.5,N
2086,7,1.625527859,NORESM1-ME_4.5,4.5,N
2087,7,0.875957012,NORESM1-ME_4.5,4.5,N
2088,7,0.840492249,NORESM1-ME_4.5,4.5,N
2089,7,1.829876423,NORESM1-ME_4.5,4.5,N
2090,7,3.024945259,NORESM1-ME_4.5,4.5,N
2091,7,3.122707367,NORESM1-ME_4.5,4.5,N
2092,7,1.134358883,NORESM1-ME_4.5,4.5,N
2093,7,1.828862667,NORESM1-ME_4.5,4.5,N
2094,7,1.262598038,NORESM1-ME_4.5,4.5,N
2095,7,2.035416603,NORESM1-ME_4.5,4.5,N
2096,7,2.136015892,NORESM1-ME_4.5,4.5,N
2097,7,1.580096722,NORESM1-ME_4.5,4.5,N
2098,7,1.86217308,NORESM1-ME_4.5,4.5,N
2099,7,1.610076427,NORESM1-ME_4.5,4.5,N
2022,7,-0.002927303,CESM1-CAM5_8.5,8.5,N
2023,7,0.448311329,CESM1-CAM5_8.5,8.5,N
2024,7,1.086783409,CESM1-CAM5_8.5,8.5,N
2025,7,0.334280968,CESM1-CAM5_8.5,8.5,N
2026,7,0.865865707,CESM1-CAM5_8.5,8.5,N
2027,7,-0.101788521,CESM1-CAM5_8.5,8.5,N
2028,7,-1.27259922,CESM1-CAM5_8.5,8.5,N
2029,7,0.176056862,CESM1-CAM5_8.5,8.5,N
2030,7,0.671438694,CESM1-CAM5_8.5,8.5,N
2031,7,0.15493679,CESM1-CAM5_8.5,8.5,N
2032,7,0.53731823,CESM1-CAM5_8.5,8.5,N
2033,7,1.359185219,CESM1-CAM5_8.5,8.5,N
2034,7,2.44214344,CESM1-CAM5_8.5,8.5,N
2035,7,0.706081867,CESM1-CAM5_8.5,8.5,N
2036,7,-0.001384258,CESM1-CAM5_8.5,8.5,N
2037,7,-0.043822765,CESM1-CAM5_8.5,8.5,N
2038,7,-0.004417419,CESM1-CAM5_8.5,8.5,N
2039,7,-0.337360382,CESM1-CAM5_8.5,8.5,N
2040,7,0.787100792,CESM1-CAM5_8.5,8.5,N
2041,7,1.753009796,CESM1-CAM5_8.5,8.5,N
2042,7,1.737083435,CESM1-CAM5_8.5,8.5,N
2043,7,1.506318092,CESM1-CAM5_8.5,8.5,N
2044,7,1.166788101,CESM1-CAM5_8.5,8.5,N
2045,7,0.344096184,CESM1-CAM5_8.5,8.5,N
2046,7,1.284991264,CESM1-CAM5_8.5,8.5,N
2047,7,0.477046013,CESM1-CAM5_8.5,8.5,N
2048,7,2.177679062,CESM1-CAM5_8.5,8.5,N
2049,7,2.278944969,CESM1-CAM5_8.5,8.5,N
2050,7,2.155309677,CESM1-CAM5_8.5,8.5,N
2051,7,2.078537941,CESM1-CAM5_8.5,8.5,N
2052,7,0.986252308,CESM1-CAM5_8.5,8.5,N
2053,7,1.809123039,CESM1-CAM5_8.5,8.5,N
2054,7,1.365084648,CESM1-CAM5_8.5,8.5,N
2055,7,1.642319679,CESM1-CAM5_8.5,8.5,N
2056,7,1.1929636,CESM1-CAM5_8.5,8.5,N
2057,7,0.722380638,CESM1-CAM5_8.5,8.5,N
2058,7,2.480960846,CESM1-CAM5_8.5,8.5,N
2059,7,2.591867447,CESM1-CAM5_8.5,8.5,N
2060,7,2.899147987,CESM1-CAM5_8.5,8.5,N
2061,7,2.890574455,CESM1-CAM5_8.5,8.5,N
2062,7,2.13644886,CESM1-CAM5_8.5,8.5,N
2063,7,2.243663788,CESM1-CAM5_8.5,8.5,N
2064,7,1.258422852,CESM1-CAM5_8.5,8.5,N
2065,7,2.358799934,CESM1-CAM5_8.5,8.5,N
2066,7,3.333240509,CESM1-CAM5_8.5,8.5,N
2067,7,3.366823196,CESM1-CAM5_8.5,8.5,N
2068,7,2.827254295,CESM1-CAM5_8.5,8.5,N
2069,7,3.236727715,CESM1-CAM5_8.5,8.5,N
2070,7,4.032798767,CESM1-CAM5_8.5,8.5,N
2071,7,2.951150894,CESM1-CAM5_8.5,8.5,N
2072,7,2.286013603,CESM1-CAM5_8.5,8.5,N
2073,7,3.159991264,CESM1-CAM5_8.5,8.5,N
2074,7,1.802894592,CESM1-CAM5_8.5,8.5,N
2075,7,3.077448845,CESM1-CAM5_8.5,8.5,N
2076,7,1.393600464,CESM1-CAM5_8.5,8.5,N
2077,7,2.860326767,CESM1-CAM5_8.5,8.5,N
2078,7,3.042164803,CESM1-CAM5_8.5,8.5,N
2079,7,2.552630424,CESM1-CAM5_8.5,8.5,N
2080,7,2.483431816,CESM1-CAM5_8.5,8.5,N
2081,7,3.776182175,CESM1-CAM5_8.5,8.5,N
2082,7,2.683645248,CESM1-CAM5_8.5,8.5,N
2083,7,3.007307053,CESM1-CAM5_8.5,8.5,N
2084,7,3.588625908,CESM1-CAM5_8.5,8.5,N
2085,7,3.052154541,CESM1-CAM5_8.5,8.5,N
2086,7,2.78045845,CESM1-CAM5_8.5,8.5,N
2087,7,3.84590435,CESM1-CAM5_8.5,8.5,N
2088,7,3.050936699,CESM1-CAM5_8.5,8.5,N
2089,7,1.828302383,CESM1-CAM5_8.5,8.5,N
2090,7,3.737733841,CESM1-CAM5_8.5,8.5,N
2091,7,3.420413017,CESM1-CAM5_8.5,8.5,N
2092,7,3.885126114,CESM1-CAM5_8.5,8.5,N
2093,7,4.052653313,CESM1-CAM5_8.5,8.5,N
2094,7,4.02931118,CESM1-CAM5_8.5,8.5,N
2095,7,3.498330116,CESM1-CAM5_8.5,8.5,N
2096,7,2.382454872,CESM1-CAM5_8.5,8.5,N
2097,7,4.3950243,CESM1-CAM5_8.5,8.5,N
2098,7,4.363853455,CESM1-CAM5_8.5,8.5,N
