1984         
2021                
17           
1984  1987  1990  1993  1996  1999 2001 2003  2005  2007  2009  2011  2013  2015  2017  2019 2021
340336	289789.7	263600.8	269257.5	337387.7	172619.6	124399.6	207080.3	160112.6	109131.8	539476.6	320201.6	293394.1	126698	51216.5	136995.9	98353.3
0.157211569	0.170685929	0.229662805	0.269212313	0.270031506	0.191794851	0.220818337	0.195186981	0.305572519	0.148160439	0.416075529	0.180926658	0.202255372	0.108946241	0.182297759	0.286369163	0.11986673
